,reportedTests,reportedCases,specimenCases,reportedDeaths,specimenDeaths,certificateDeaths,hospitalisations,inHospital,posTests,mortCases,mortality,hospitalisationRate
2020-03-13,,207,480.0,1,16.0,16.0,,,,788.0,2.030456852791878,
2020-03-14,,264,363.0,18,22.0,21.0,,,,1052.0,2.091254752851711,
2020-03-15,,330,442.0,14,32.0,30.0,,,,1382.0,2.3154848046309695,
2020-03-16,,152,611.0,22,46.0,49.0,,,,1534.0,2.9986962190352022,
2020-03-17,,407,769.0,16,52.0,58.0,,,,1941.0,2.6790314270994333,
2020-03-18,,676,997.0,34,68.0,73.0,,,,2617.0,2.5983951089033246,
2020-03-19,,643,1052.0,45,74.0,79.0,,,,3260.0,2.2699386503067487,
2020-03-20,,714,1257.0,32,109.0,118.0,,,,3974.0,2.742828384499245,
2020-03-21,,1035,1195.0,58,131.0,141.0,,,,5009.0,2.615292473547614,
2020-03-22,,665,1376.0,36,165.0,182.0,,,,5674.0,2.9080014099400775,
2020-03-23,,967,2325.0,76,186.0,206.0,1273.0,,,6637.0,2.802470995931897,19.180352568931745
2020-03-24,,1427,2379.0,148,237.0,262.0,1720.0,,,8064.0,2.9389880952380953,21.32936507936508
2020-03-25,,1452,2697.0,191,302.0,336.0,2085.0,,,9516.0,3.173602353930223,21.910466582597728
2020-03-26,,2129,3087.0,181,360.0,409.0,1929.0,,,11645.0,3.0914555603263203,16.5650493774152
2020-03-27,,2890,3185.0,288,398.0,463.0,2227.0,7266.0,,14529.0,2.7393488884300368,15.327964760134902
